ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Field	Plane	Timepoint	Object Number	X	Y	Bounding Box	Nuclei Selected - LDRTXT SER Spot 8 px	Nuclei Selected - LDRINT	Nuclei Selected - EdUINT	Nuclei Selected - BckgrndLDRINT Mean	Nuclei Selected - RawLDRINT Mean	Nuclei Selected - BckgrndEdUINT Mean	Nuclei Selected - RawS100INT Mean	Nuclei Selected - RawEdUINT Mean	Nuclei Selected - DNAcontent	Nuclei Selected - NucINT Mean	Nuclei Selected - Object No in Nuclei No Border	Nuclei Selected - Object No in Nuclei	Nuclei Selected - Nucleus Area [µm²]
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	12	998	186	[991,180,1003,206]	2.74345e-05	2.77496	36.7269	35.9968	38.7718	217.435	1223.9	254.162	154894	651.51	12	13	237.745
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	13	1074	224	[1065,213,1085,236]	0.000747475	5.44832	64.4217	37.0809	42.5292	220.626	1481.02	285.047	176760	499.109	13	14	354.152
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	14	657	233	[650,226,668,241]	0.000673763	3.61888	50.008	37.1231	40.7419	229.19	1310.69	279.198	95750.2	391.375	14	15	244.651
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	15	1349	233	[1343,230,1354,237]	0.000420457	6.42186	36.026	35.2667	41.6885	204.958	1210.13	240.984	9350.99	155.393	15	16	60.1762
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	16	661	247	[653,241,671,254]	0.000601909	3.93804	44.7878	36.9016	40.8396	230.731	1309.81	275.519	99648.8	476.476	16	17	209.137
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	17	206	256	[195,249,216,263]	0.000746346	3.57261	41.6737	36.9312	40.5038	224.838	1356.69	266.511	90880.8	351.622	17	18	258.462
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	18	775	284	[769,278,782,295]	0.00116062	5.53066	76.5429	38.1678	43.6985	232.502	1452.78	309.045	164266	836.759	18	19	196.312
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	19	577	302	[570,295,586,310]	0.00105636	5.87131	68.2411	37.5635	43.4348	231.86	1385.61	300.101	94925.5	464.855	19	20	204.204
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	20	705	302	[697,294,716,312]	0.000331857	2.64351	48.626	39.1709	41.8144	231.144	1328.32	279.77	176821	615.952	20	21	287.07
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	21	721	336	[713,328,729,347]	0.000238477	3.56191	50.1725	37.4052	40.9672	232.692	1316.07	282.865	155400	574.916	21	22	270.3
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	22	736	340	[728,333,745,349]	0.000223053	3.66774	54.2539	37.7695	41.4372	226.779	1333.39	281.033	153241	722.507	22	23	212.096
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	23	235	377	[231,372,241,382]	0.00120844	10.7369	64.1328	34.9587	45.6957	219.954	1335.68	284.087	11167.1	164.058	23	24	68.0682
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	24	865	381	[859,374,871,390]	0.00281493	13.6919	133.363	37.047	50.7389	227.076	1631.35	360.439	95156.3	614.389	24	25	154.88
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	25	437	436	[434,433,446,439]	0.000977463	8.13982	49.3305	36.0781	44.2179	218.516	1268.65	267.846	16406.4	213.218	26	27	76.9466
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	26	872	452	[867,447,878,461]	0.00271156	13.1271	93.7751	39.2958	52.4228	240.124	1578.67	333.899	92436.5	628.872	27	28	146.988
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	27	238	479	[231,474,242,483]	0.00145275	11.4203	68.7847	34.8713	46.2917	214.688	1337.4	283.472	11966.2	168.472	28	29	71.0276
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	28	1263	510	[1253,501,1274,520]	0.000661583	10.2342	103.073	38.8849	49.119	235.917	1820.27	338.99	170439	587.66	29	30	290.03
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	29	499	577	[495,572,503,582]	0.00199636	16.7924	87.8419	35.9291	52.7215	220.791	1408.51	308.633	16624.4	213.316	30	31	77.9331
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	30	1325	720	[1318,713,1333,736]	0.000472407	4.08584	39.9529	36.3122	40.398	216.33	1235.56	256.283	161841	539.661	31	32	299.894
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	31	192	735	[188,730,198,745]	0.00142922	11.8164	72.4038	35.8503	47.6667	215.767	1319.12	288.171	29992.4	273.901	32	33	109.501
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	32	308	745	[300,737,316,754]	0.00083641	5.80402	69.8616	35.7044	41.5084	223.143	1399.65	293.004	156701	667.42	33	34	234.786
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	33	702	802	[694,794,717,812]	0.000407655	7.17669	88.7162	41.2615	48.4382	259.114	2398.54	347.83	191375	685.495	35	36	279.178
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	34	164	827	[156,818,179,838]	0.000492374	5.07029	74.221	36.3354	41.4057	227.328	1462.98	301.549	197203	571.151	36	37	345.273
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	35	84	828	[77,823,88,835]	0.000726262	4.07643	47.8867	35.6921	39.7685	222.576	1325.47	270.463	80857.1	758.926	37	38	106.541
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	36	288	828	[283,825,292,836]	0.00184222	13.7454	54.9498	35.6883	49.4337	218.472	1305.4	273.422	13086.8	159.831	38	39	81.8791
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	37	720	850	[709,841,730,861]	0.0010965	12.3271	56.7802	40.3396	52.6667	235.634	1377.89	292.414	197140	574.25	39	40	343.3
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	38	515	948	[505,940,527,958]	0.000620642	4.06033	68.6985	36.7794	40.8397	226.632	1379.41	295.33	198516	644.981	40	41	307.786
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	39	784	88	[774,78,795,99]	0.000232524	5.07942	59.7421	37.2406	42.32	223.138	1340.44	282.88	172394	466.011	41	42	369.936
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	40	923	144	[912,134,933,156]	0.000481759	4.85068	74.2502	38.1993	43.05	225.433	1388.04	299.683	179432	505.244	42	43	355.138
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	41	624	195	[610,185,636,205]	0.000544823	3.75205	39.518	35.9138	39.6659	220.328	1233.67	259.846	164699	401.332	43	44	410.382
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	42	1091	326	[1081,315,1103,337]	0.000934857	5.5396	63.3799	37.0314	42.571	222.743	1440.37	286.123	181121	501.642	44	45	361.057
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	43	522	705	[512,695,534,716]	0.00067703	4.61543	48.5407	36.9384	41.5538	232.218	1548.41	280.759	156913	407.849	45	46	384.733
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	44	412	898	[400,888,426,908]	0.000652525	4.48462	58.1269	36.5448	41.0294	232.563	1363.42	290.69	210894	483.667	46	47	436.031
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	16	1	1	45	217	929	[206,918,228,942]	0.000348418	4.60318	57.7574	37.8612	42.4644	231.24	1565.19	288.998	180238	448.907	47	48	401.503
